run,dataset,task,split,item_id,language,language_name,dimension,human_label,human_label_text,candidate_chars,source_chars,reference_chars,has_source,has_reference,summary_model,wmt_system,wmt_year,wmt_human_score
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_015842_1shot,es-ES,Spanish,grammar,1,yes,195,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014597_finetuned,es-ES,Spanish,grammar,0,no,92,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_018146_finetuned,es-ES,Spanish,grammar,0,no,155,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012405_finetuned,es-ES,Spanish,grammar,1,yes,143,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_011602_reference,es-ES,Spanish,grammar,1,yes,171,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012440_mt5_small,es-ES,Spanish,grammar,1,yes,115,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010094_reference,es-ES,Spanish,grammar,0,no,94,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_004903_mt5_small,es-ES,Spanish,grammar,0,no,157,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014580_finetuned,es-ES,Spanish,grammar,0,no,133,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_002329_mt5_small_250steps,es-ES,Spanish,grammar,1,yes,98,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010302_reference,es-ES,Spanish,grammar,1,yes,164,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013984_1shot,es-ES,Spanish,grammar,0,no,132,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010196_mt5_small_250steps,es-ES,Spanish,grammar,0,no,63,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_016984_1shot,es-ES,Spanish,grammar,0,no,112,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014089_1shot,es-ES,Spanish,grammar,0,no,141,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_002319_mt5_small_250steps,es-ES,Spanish,grammar,1,yes,154,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013973_1shot,es-ES,Spanish,grammar,0,no,71,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_008164_mt5_small_250steps,es-ES,Spanish,grammar,0,no,126,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_018064_finetuned,es-ES,Spanish,grammar,1,yes,55,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_002890_mt5_xxl,es-ES,Spanish,grammar,1,yes,84,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012459_finetuned,es-ES,Spanish,grammar,1,yes,146,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_008078_mt5_small,es-ES,Spanish,grammar,1,yes,269,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014029_1shot,es-ES,Spanish,grammar,0,no,147,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014016_1shot,es-ES,Spanish,grammar,0,no,78,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010090_mt5_xxl,es-ES,Spanish,grammar,0,no,87,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_006486_mt5_small_250steps,es-ES,Spanish,grammar,1,yes,54,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010278_mt5_small,es-ES,Spanish,grammar,1,yes,88,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014023_1shot,es-ES,Spanish,grammar,1,yes,158,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_003021_mt5_small,es-ES,Spanish,grammar,0,no,84,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012428_finetuned,es-ES,Spanish,grammar,1,yes,41,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_002324_mt5_small_250steps,es-ES,Spanish,grammar,0,no,182,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013985_1shot,es-ES,Spanish,grammar,0,no,107,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010225_mt5_small,es-ES,Spanish,grammar,1,yes,258,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013990_1shot,es-ES,Spanish,grammar,0,no,261,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010139_mt5_small_250steps,es-ES,Spanish,grammar,1,yes,27,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_013948_1shot,es-ES,Spanish,grammar,0,no,120,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_006408_reference,es-ES,Spanish,grammar,1,yes,97,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_017018_1shot,es-ES,Spanish,grammar,1,yes,903,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012586_mt5_xxl,es-ES,Spanish,grammar,0,no,83,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_012418_reference,es-ES,Spanish,grammar,1,yes,226,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_010170_mt5_small,es-ES,Spanish,grammar,1,yes,92,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014055_1shot,es-ES,Spanish,grammar,0,no,83,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_es-ES_grammar_014544_finetuned,es-ES,Spanish,grammar,0,no,110,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004135_mt5_small,tr,Turkish,comprehensibility,0,no,191,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_006831_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,903,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_007771_mt5_small,tr,Turkish,comprehensibility,1,yes,85,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004062_reference,tr,Turkish,comprehensibility,0,no,368,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_002453_mt5_small,tr,Turkish,comprehensibility,0,no,377,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_015021_finetuned,tr,Turkish,comprehensibility,1,yes,250,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_003648_mt5_small,tr,Turkish,comprehensibility,1,yes,156,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_017521_1shot,tr,Turkish,comprehensibility,1,yes,211,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_015038_finetuned,tr,Turkish,comprehensibility,1,yes,144,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_005212_mt5_small,tr,Turkish,comprehensibility,0,no,162,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_000853_mt5_small_250steps,tr,Turkish,comprehensibility,1,yes,153,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008482_mt5_small,tr,Turkish,comprehensibility,0,no,155,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_015008_finetuned,tr,Turkish,comprehensibility,0,no,903,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_000293_mt5_small,tr,Turkish,comprehensibility,0,no,91,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008452_mt5_xxl,tr,Turkish,comprehensibility,1,yes,155,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,903,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008758_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,30,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_016264_1shot,tr,Turkish,comprehensibility,0,no,131,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_002513_mt5_small_250steps,tr,Turkish,comprehensibility,1,yes,476,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_006025_mt5_xxl,tr,Turkish,comprehensibility,1,yes,86,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_011778_finetuned,tr,Turkish,comprehensibility,1,yes,132,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_001321_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,228,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008906_reference,tr,Turkish,comprehensibility,1,yes,258,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_015019_finetuned,tr,Turkish,comprehensibility,0,no,703,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008853_mt5_small,tr,Turkish,comprehensibility,0,no,104,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_000065_mt5_small,tr,Turkish,comprehensibility,0,no,653,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_003474_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,76,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008822_reference,tr,Turkish,comprehensibility,1,yes,152,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_005985_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,903,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004238_mt5_small,tr,Turkish,comprehensibility,0,no,237,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_017567_1shot,tr,Turkish,comprehensibility,1,yes,129,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_010424_finetuned,tr,Turkish,comprehensibility,1,yes,122,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_017488_1shot,tr,Turkish,comprehensibility,1,yes,27,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004196_mt5_small_250steps,tr,Turkish,comprehensibility,1,yes,79,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_015063_finetuned,tr,Turkish,comprehensibility,1,yes,152,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_003650_reference,tr,Turkish,comprehensibility,1,yes,450,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_000855_reference,tr,Turkish,comprehensibility,1,yes,146,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_016315_1shot,tr,Turkish,comprehensibility,0,no,316,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008457_mt5_xxl,tr,Turkish,comprehensibility,1,yes,74,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_016365_1shot,tr,Turkish,comprehensibility,0,no,259,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004154_mt5_small,tr,Turkish,comprehensibility,0,no,76,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_002455_reference,tr,Turkish,comprehensibility,1,yes,198,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004226_reference,tr,Turkish,comprehensibility,1,yes,317,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_011742_finetuned,tr,Turkish,comprehensibility,1,yes,102,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_017555_1shot,tr,Turkish,comprehensibility,1,yes,74,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_005166_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,903,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_004180_reference,tr,Turkish,comprehensibility,1,yes,236,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_001306_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,244,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_008835_mt5_small_250steps,tr,Turkish,comprehensibility,0,no,104,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_comprehensibility_016234_1shot,tr,Turkish,comprehensibility,0,no,297,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001452_mt5_xxl,tr,Turkish,grammar,0,no,47,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_004320_mt5_xxl,tr,Turkish,grammar,1,yes,159,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_008888_mt5_small,tr,Turkish,grammar,0,no,124,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_017497_1shot,tr,Turkish,grammar,0,no,280,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_004103_reference,tr,Turkish,grammar,0,no,250,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_017548_1shot,tr,Turkish,grammar,1,yes,128,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_007766_mt5_small,tr,Turkish,grammar,1,yes,326,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_011778_finetuned,tr,Turkish,grammar,0,no,132,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_007740_mt5_small,tr,Turkish,grammar,1,yes,125,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003696_mt5_small_250steps,tr,Turkish,grammar,1,yes,75,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_007746_mt5_small_250steps,tr,Turkish,grammar,1,yes,101,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_002466_reference,tr,Turkish,grammar,1,yes,152,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001551_mt5_small_250steps,tr,Turkish,grammar,0,no,147,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001515_mt5_small,tr,Turkish,grammar,0,no,115,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_006060_mt5_small,tr,Turkish,grammar,1,yes,102,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_010507_mt5_xxl,tr,Turkish,grammar,0,no,198,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003456_mt5_small,tr,Turkish,grammar,0,no,107,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001556_reference,tr,Turkish,grammar,0,no,217,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003589_mt5_xxl,tr,Turkish,grammar,1,yes,84,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001574_mt5_small,tr,Turkish,grammar,0,no,138,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_016215_1shot,tr,Turkish,grammar,0,no,264,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003438_mt5_small,tr,Turkish,grammar,0,no,138,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_004318_mt5_small_250steps,tr,Turkish,grammar,1,yes,143,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003752_mt5_small_250steps,tr,Turkish,grammar,1,yes,89,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_007735_mt5_small_250steps,tr,Turkish,grammar,0,no,278,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003699_mt5_xxl,tr,Turkish,grammar,1,yes,250,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003517_mt5_small,tr,Turkish,grammar,1,yes,135,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_015005_finetuned,tr,Turkish,grammar,0,no,76,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_000759_mt5_small_250steps,tr,Turkish,grammar,1,yes,101,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_015086_finetuned,tr,Turkish,grammar,1,yes,82,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_004095_reference,tr,Turkish,grammar,1,yes,104,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003644_mt5_small,tr,Turkish,grammar,0,no,86,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_008396_mt5_small_250steps,tr,Turkish,grammar,0,no,78,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_006813_mt5_small_250steps,tr,Turkish,grammar,1,yes,92,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_005154_mt5_small_250steps,tr,Turkish,grammar,0,no,176,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_000609_mt5_small_250steps,tr,Turkish,grammar,1,yes,80,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_007790_reference,tr,Turkish,grammar,1,yes,344,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003604_reference,tr,Turkish,grammar,0,no,142,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_008780_mt5_small,tr,Turkish,grammar,0,no,149,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_014979_finetuned,tr,Turkish,grammar,1,yes,291,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_011776_finetuned,tr,Turkish,grammar,1,yes,135,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_001454_mt5_small_250steps,tr,Turkish,grammar,0,no,78,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_016296_1shot,tr,Turkish,grammar,0,no,240,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_011747_finetuned,tr,Turkish,grammar,1,yes,90,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_017446_1shot,tr,Turkish,grammar,1,yes,74,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_014982_finetuned,tr,Turkish,grammar,1,yes,359,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003568_mt5_small,tr,Turkish,grammar,0,no,94,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_015100_finetuned,tr,Turkish,grammar,1,yes,130,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_004303_mt5_small_250steps,tr,Turkish,grammar,0,no,45,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_tr_grammar_003462_mt5_xxl,tr,Turkish,grammar,0,no,190,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_008716_reference,vi,Vietnamese,comprehensibility,1,yes,124,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_008936_mt5_small_250steps,vi,Vietnamese,comprehensibility,1,yes,68,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009237_mt5_xxl,vi,Vietnamese,comprehensibility,0,no,163,0,0,False,False,mt5_xxl,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_004459_mt5_small,vi,Vietnamese,comprehensibility,0,no,114,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009269_mt5_small_250steps,vi,Vietnamese,comprehensibility,0,no,63,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_001654_reference,vi,Vietnamese,comprehensibility,1,yes,144,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009124_mt5_small,vi,Vietnamese,comprehensibility,0,no,110,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_012697_finetuned,vi,Vietnamese,comprehensibility,1,yes,115,0,0,False,False,finetuned,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009163_mt5_small_250steps,vi,Vietnamese,comprehensibility,0,no,60,0,0,False,False,mt5_small_250steps,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009197_mt5_small,vi,Vietnamese,comprehensibility,0,no,91,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_017624_1shot,vi,Vietnamese,comprehensibility,0,no,474,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009265_mt5_small,vi,Vietnamese,comprehensibility,1,yes,100,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_017813_1shot,vi,Vietnamese,comprehensibility,0,no,796,0,0,False,False,1shot,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_003993_mt5_small,vi,Vietnamese,comprehensibility,1,yes,20,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_009238_reference,vi,Vietnamese,comprehensibility,0,no,191,0,0,False,False,reference,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_008988_mt5_small,vi,Vietnamese,comprehensibility,0,no,57,0,0,False,False,mt5_small,,,
candidate n50,seahorse,summarization_candidate_quality,test,seahorse_test_vi_comprehensibility_010617_mt5_small_250steps,vi,Vietnamese,comprehensibility,1,yes,84,0,0,False,False,mt5_small_250steps,,,
