run,prompt_file,prompt_id,dataset,judge_model,language,dimension,protocol,protocol_name,system_chars,user_chars,messages
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005212_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,836,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000853_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,689,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000853_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,499,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000853_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,827,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008482_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,691,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008482_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,501,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008482_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,829,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015008_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1439,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015008_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1249,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015008_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1577,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000293_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,627,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000293_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,437,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000293_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,765,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008452_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,691,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008452_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,501,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008452_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,829,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1439,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1249,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1577,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008758_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,566,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008758_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,376,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008758_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,704,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016264_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,667,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016264_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,477,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016264_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,805,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002513_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1012,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002513_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,822,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002513_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1150,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_006025_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,622,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_006025_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,432,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_006025_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,760,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011778_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,668,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011778_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,478,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011778_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,806,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001321_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,764,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001321_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,574,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001321_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,902,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008906_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,794,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008906_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,604,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008906_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,932,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015019_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1239,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015019_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1049,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015019_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1377,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,640,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,450,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,778,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000065_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1189,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000065_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,999,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000065_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1327,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003474_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,612,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003474_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,422,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003474_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,750,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008822_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,688,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008822_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,498,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008822_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,826,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005985_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1439,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005985_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1249,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005985_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1577,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004238_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,773,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004238_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,583,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004238_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,911,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017567_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,665,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017567_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,475,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017567_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,803,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_010424_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,658,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_010424_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,468,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_010424_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,796,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017488_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,563,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017488_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,373,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017488_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,701,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004196_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,615,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004196_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,425,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004196_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,753,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015063_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,688,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015063_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,498,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015063_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,826,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003650_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,986,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003650_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,796,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003650_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1124,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000855_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,682,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000855_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,492,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000855_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,820,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016315_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,852,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016315_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,662,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016315_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,990,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008457_mt5_xxl__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,610,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008457_mt5_xxl__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,420,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008457_mt5_xxl__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,748,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016365_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,795,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016365_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,605,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016365_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,933,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004154_mt5_small__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,612,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004154_mt5_small__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,422,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004154_mt5_small__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,750,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002455_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,734,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002455_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,544,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_002455_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,872,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004226_reference__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,853,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004226_reference__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,663,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004226_reference__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,991,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011742_finetuned__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,638,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011742_finetuned__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,448,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_011742_finetuned__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,776,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017555_1shot__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,610,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017555_1shot__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,420,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017555_1shot__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,748,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005166_mt5_small_250steps__P0_direct_english__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1439,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005166_mt5_small_250steps__P1_target_rubric__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1249,2
candidate n50,data/prompts/candidate_n50_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_005166_mt5_small_250steps__P3_bilingual__gpt-4o-mini,seahorse,gpt-4o-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1577,2
